x,y
-17.645691625516296,28803.405
-10.70620314427927,29803.405
-12.71676055787734,30803.405
-15.728944513750555,31803.405
-7.832618978814418,32803.405
-14.014726445274823,33803.405
-21.133221064977455,34803.405
-15.601812039160144,35803.405
-14.213946656185147,36803.405
-12.905604276465542,37803.405
-13.725497220852604,38803.405
-8.470737765672759,39803.405
-12.49052326941408,40803.405
-15.023981190418894,41803.405
-18.089411100734413,42803.405
-11.534602403546707,43803.405
-10.572668607483628,44803.405
-12.71332309738604,45803.405
-9.53739017996279,46803.405
-11.009671202572397,47803.405
-12.36635783155247,48803.405
-10.165142228053544,49803.405
-9.032577572320125,50803.405
-8.134316527147059,51803.405
-11.420332345190067,52803.405
-10.526234214878576,53803.405
-12.096510601410333,54803.405
-17.414320150250507,55803.405
-12.448196460052,56803.405
-10.662669305353052,57803.405
-11.891928776769172,58803.405
-13.12503146851681,59803.405
-13.173212924128032,60803.405
-8.796599780618843,61803.405
-11.798631535645756,62803.405
-10.474733184932568,63803.405
-10.70893126751943,64803.405
-14.735846060247253,65803.405
-10.449979487785427,66803.405
-10.14551501906583,67803.405
-12.326821535326369,68803.405
-19.740949940122007,69803.405
-11.334872521097314,70803.405
-10.188239599248014,71803.405
-12.512883661832648,72803.405
-12.499460519990942,73803.405
-10.547634631341653,74803.405
-9.125306346566935,75803.405
-9.450404032331164,76803.405
-10.50222160344233,77803.405
-16.099881412485864,78803.405
-11.270597228788484,79803.405
-11.281276801588502,80803.405
-11.1530232005944,81803.405
-9.586006104277295,82803.405
-13.878728131098894,83803.405
-22.026251455504827,84803.405
-12.9149792257168,85803.405
-16.02911334598148,86803.405
-12.132866711080874,87803.405
-13.049683519639109,88803.405
-9.007118912051311,89803.405
-11.46189170504082,90803.405
-11.644316124898195,91803.405
-8.77837431411812,92803.405
-12.638041113833484,93803.405
-11.769808931588841,94803.405
-15.503324305556774,95803.405
-23.35069496916053,96803.405
-9.400191902898875,97803.405
-12.890391532220441,98803.405
-10.12338101408718,99803.405
-14.11915116044752,100803.405
-21.707497588155572,101803.405
-12.890391532220441,102803.405
-8.705852479790675,103803.405
-12.918497442049812,104803.405
-11.568676549898074,105803.405
-9.270520378272227,106803.405
-9.248198526339426,107803.405
-8.537064133939436,108803.405
-9.431540451365866,109803.405
-10.213975587374337,110803.405
-8.830967532910218,111803.405
-10.854761888253027,112803.405
-17.50732407173195,113803.405
-9.737573645343605,114803.405
-10.315080950977574,115803.405
-10.988981546618676,116803.405
-11.118631159734393,117803.405
-12.211443359926266,118803.405
-12.294011537972766,119803.405
-10.41561826268377,120803.405
-9.692957723749009,121803.405
-11.380936021213266,122803.405
-9.068646722052113,123803.405
-14.799702512279573,124803.405
-21.285555548943563,125803.405
-11.226078922603397,126803.405
-11.055930601330132,127803.405
-13.765491733220504,128803.405
-7.1435586061526815,129803.405
-9.741641025253127,130803.405
-11.351505601240394,131803.405
-14.456963075895029,132803.405
-10.516443284291338,133803.405
-9.882731389500455,134803.405
-10.4085865766992,135803.405
-10.328999254827952,136803.405
-14.731509259139566,137803.405
-8.225404324781318,138803.405
-7.510787581680706,139803.405
-9.30372424627844,140803.405
-14.410876568858274,141803.405
