x,y
-22.621930416444233,14402.312
-21.18471559203458,15402.312
-7.041000043457085,16402.311999999998
-14.933277761034073,17402.311999999998
-10.877915630273133,18402.311999999998
-16.186596505140287,19402.311999999998
-11.7083664001749,20402.311999999998
-9.08296557507347,21402.311999999998
-13.688248986393848,22402.311999999998
-15.082472250765226,23402.311999999998
-14.554123266265025,24402.311999999998
-11.804820270954286,25402.311999999998
-10.256175719193559,26402.311999999998
-10.457928342551643,27402.311999999998
-10.044667906705547,28402.311999999998
-13.571128371665681,29402.311999999998
-12.574673216864795,30402.311999999998
-9.448043843111968,31402.311999999998
-11.273508537559856,32402.311999999998
-19.108473720936512,33402.312
-11.161642530563809,34402.312
-14.445768114283341,35402.312
-14.409483818171724,36402.312
-14.777880485129117,37402.312
-35.37631472044278,38402.312
-26.93315829291072,39402.312
-26.14017157042301,40402.312
-20.781062164687754,41402.312
-24.548487991427102,42402.312
-28.191985211491485,43402.312
-27.40507057691072,44402.312
-27.530319894055882,45402.312
-26.821986749606754,46402.312
-21.573028494558283,47402.312
-20.726133739622096,48402.312
-21.876920161797734,49402.312
-18.930890399536782,50402.312
-19.06076204019981,51402.312
-18.189975547896896,52402.312
-19.37567819779067,53402.312
-19.202272139289022,54402.312
-13.79528453875919,55402.312
-8.493964906296297,56402.312
-9.389246585975009,57402.312
-9.013850710600767,58402.312
-15.068939311692048,59402.312
-16.84489306361345,60402.312
-19.469929210029633,61402.312
-23.269209590481715,62402.312
-20.75210917241919,63402.312
-12.529691813187613,64402.312
-11.958888508143424,65402.312
-11.276420822461592,66402.312
-10.552992984156909,67402.312
-12.777714419517448,68402.312
-14.56545884978328,69402.312
-16.29665478555322,70402.312
-17.106874264729473,71402.312
-7.172565987361827,72402.312
-6.264683183171727,73402.312
-7.456204542546024,74402.312
-7.373418913037697,75402.312
-10.503109776625584,76402.312
-6.449291117331106,77402.312
-5.997304815562062,78402.312
-8.77618982578752,79402.312
-16.855960242394307,80402.312
-7.1622814572487545,81402.312
-9.298310308391889,82402.312
-9.262046714701082,83402.312
-9.843949506520127,84402.312
-8.20901971320168,85402.312
-8.945281464271126,86402.312
-10.358649910899862,87402.312
-9.633288362349738,88402.312
-6.736940892382567,89402.312
-6.9072864118765755,90402.312
-6.054595610837511,91402.312
-9.464578651386722,92402.312
-11.200054487640445,93402.312
-12.588213187865513,94402.312
-15.001589093361387,95402.312
-19.11325933518323,96402.312
-18.14061767284865,97402.312
-18.536842604340627,98402.312
-17.30673541032293,99402.312
-20.159977481154957,100402.312
-22.657852261018636,101402.312
-17.461687082294894,102402.312
-11.86487315041403,103402.312
-7.243679997676985,104402.312
-6.31938040194724,105402.312
-6.1444725804827005,106402.312
-7.12788662892461,107402.312
-5.960372713837222,108402.312
-8.50948424543978,109402.312
-8.289188237795063,110402.312
-8.952708475957555,111402.312
-5.514002490267086,112402.312
-4.956648065458919,113402.312
-5.626248910175098,114402.312
-5.5676796480862825,115402.312
-6.566484137159786,116402.312
-7.03146558625596,117402.312
-9.180049529696007,118402.312
-13.628218336005025,119402.312
-26.672126940298906,120402.312
-41.77877347190285,121402.312
-41.68172341601461,122402.312
-41.03113891947621,123402.312
-37.24474842368748,124402.312
-29.61642956668795,125402.312
-23.725110397425336,126402.312
-23.496151147980253,127402.312
-22.154384138667645,128402.312
-21.756031275455705,129402.312
-23.13888046938965,130402.312
-25.990962435113723,131402.312
-26.04927500446099,132402.312
-17.627518189444988,133402.312
-19.841874566098504,134402.312
-22.741040680231603,135402.312
-18.720186756398412,136402.312
-17.883395348186063,137402.312
-19.725526633959895,138402.312
-17.14304569303056,139402.312
-14.424816372264427,140402.312
-15.013524360973548,141402.312
-15.22968138189115,142402.312
-14.403915047576701,143402.312
-17.916698584338228,144402.312
-16.513944776411225,145402.312
-15.009046713496746,146402.312
-12.536424191489834,147402.312
-12.153249836982035,148402.312
-15.798933322008047,149402.312
-14.283669289401955,150402.312
-11.933718078634376,151402.312
-11.04268847147213,152402.312
-11.420332345190067,153402.312
-11.673740929570805,154402.312
-13.011660412623833,155402.312
-11.406523296751969,156402.312
-12.660785011714996,157402.312
-11.120538260332253,158402.312
-10.072516787308185,159402.312
-13.764198709081448,160402.312
-10.839975818695663,161402.312
-10.272594358427796,162402.312
-10.850138537082994,163402.312
-11.996781445965013,164402.312
-14.558372376649672,165402.312
-10.922544576950315,166402.312
-10.850138537082994,167402.312
-13.840818401343466,168402.312
-11.099583148508378,169402.312
-10.197667276528472,170402.312
-12.090110584194779,171402.312
-12.435982359475087,172402.312
-11.253149838312515,173402.312
-11.232838745888214,174402.312
-11.911753628083597,175402.312
-11.13676554389677,176402.312
-10.796686739856456,177402.312
-11.833759482620351,178402.312
-10.390155439343346,179402.312
-10.473847908507397,180402.312
-10.174544855160665,181402.312
-11.044578968734589,182402.312
-11.407508929619759,183402.312
-11.085324502945644,184402.312
-9.876944378629513,185402.312
-11.787296960691476,186402.312
-11.734938150582417,187402.312
-11.316320223209111,188402.312
-13.050874427934394,189402.312
-11.721642114392365,190402.312
-11.721642114392365,191402.312
-11.35346452989959,192402.312
-10.939339728115655,193402.312
-12.750059666610591,194402.312
-9.048339398412427,195402.312
-11.021920113350486,196402.312
-11.930576897367642,197402.312
-10.064068299492932,198402.312
-10.631062872668242,199402.312
-9.603606697205633,200402.312
-10.487136538216609,201402.312
-12.420461939910599,202402.312
-11.086274351449852,203402.312
-13.194982082485613,204402.312
-13.120227990093232,205402.312
-9.65259571042308,206402.312
-12.300563630039607,207402.312
-12.492756720091869,208402.312
-11.44504609781583,209402.312
-13.224092757871986,210402.312
-9.313787663944844,211402.312
-11.996781445965013,212402.312
-12.681305563782901,213402.312
-10.595979225375379,214402.312
-10.39190910170304,215402.312
-10.693483219941925,216402.312
-14.001428999875996,217402.312
-10.566403345996413,218402.312
-9.97083781975286,219402.312
-10.738084689939583,220402.312
-9.589203560465828,221402.312
-9.433110852678778,222402.312
-12.188766193766101,223402.312
-10.373513281968268,224402.312
-14.139377567875338,225402.312
-10.314211797062995,226402.312
-14.924407064462482,227402.312
-16.765988273725704,228402.312
-14.83619483399384,229402.312
-15.167154296815706,230402.312
-10.47738955570756,231402.312
-8.566153111518203,232402.312
-11.043633668669655,233402.312
-10.328999254827952,234402.312
-8.8265725810684,235402.312
-9.59720235432521,236402.312
-9.226700688982639,237402.312
-9.095041892122126,238402.312
-8.963116972874824,239402.312
-9.20296141224555,240402.312
-10.548527460621164,241402.312
-8.558339184512484,242402.312
-8.357605910566932,243402.312
-12.52632757985988,244402.312
-8.89420744221039,245402.312
-10.136143747888655,246402.312
-8.707296998276972,247402.312
-11.972553007276117,248402.312
-13.64350591338309,249402.312
-14.76481353628066,250402.312
-13.102238567774485,251402.312
-10.8003625290091,252402.312
-9.219801954406279,253402.312
-8.465818771369012,254402.312
-10.23548064821867,255402.312
-10.237203355411559,256402.312
-12.23743282593327,257402.312
-9.157197925781077,258402.312
-8.880933028564987,259402.312
-9.266667688194394,260402.312
-10.552099695768396,261402.312
-8.900852264391965,262402.312
-8.241135299723787,263402.312
-9.043082277723952,264402.312
-15.831679410324282,265402.312
-10.023629555001499,266402.312
-10.302920703498108,267402.312
-10.160017809239383,268402.312
-10.966467077666103,269402.312
-15.073447949030793,270402.312
-9.61803375722498,271402.312
-7.550528458386059,272402.312
-10.108939216653162,273402.312
-7.589181760761862,274402.312
-9.57881612853976,275402.312
-9.101842206222043,276402.312
-11.063506606728062,277402.312
-11.646342224659671,278402.312
-9.191497916272416,279402.312
-14.842047859577898,280402.312
-12.342175384644172,281402.312
-12.614223943801722,282402.312
-9.877770858447262,283402.312
-8.295385804692367,284402.312
-7.553690298047513,285402.312
-10.217412821150125,286402.312
-8.658317641740087,287402.312
-6.829548042835115,288402.312
-7.837192047060889,289402.312
-8.416082907075262,290402.312
