x,y
-12.573545838105595,25206.529
-11.58174030723947,26206.529
-11.2997543210824,27206.529
-12.142515913670774,28206.529
-13.07233874603546,29206.529
-15.3685351501618,30206.529
-11.403567069040161,31206.529
-13.740957129362494,32206.529
-20.116884606963236,33206.528999999995
-9.849714568834502,34206.528999999995
-10.56282522457071,35206.528999999995
-11.962039946638924,36206.528999999995
-13.034216552290015,37206.528999999995
-13.252082338894422,38206.528999999995
-17.260203747405953,39206.528999999995
-24.04853649272959,40206.528999999995
-19.279998739736854,41206.528999999995
-10.435866126885117,42206.528999999995
-10.88905138774465,43206.528999999995
-14.676763049331354,44206.528999999995
-14.112419477836633,45206.528999999995
-19.427637812188845,46206.528999999995
-10.095368836565488,47206.528999999995
-10.368264481543823,48206.528999999995
-13.138254747801577,49206.528999999995
-9.638111177375404,50206.528999999995
-11.163559099335501,51206.528999999995
-13.241119150181042,52206.528999999995
-13.923385759744733,53206.528999999995
-11.535602678740773,54206.528999999995
-17.32230152495152,55206.528999999995
-23.199968296664007,56206.528999999995
-15.690124830639643,57206.528999999995
-16.06779584997286,58206.528999999995
-11.643303252220461,59206.528999999995
-13.245989970237504,60206.528999999995
-15.68528454651435,61206.528999999995
-14.302907148070386,62206.528999999995
-12.846075672629244,63206.528999999995
-16.071167701582777,64206.528999999995
-11.056877240711817,65206.528999999995
-12.084780836443294,66206.529
-17.029329607029023,67206.529
-26.006827078132492,68206.529
-14.403915047576701,69206.529
-11.17506740130134,70206.529
-12.856551118688591,71206.529
-18.059679420131513,72206.529
-10.9974395409838,73206.529
-13.256959312429661,74206.529
-14.645224877689206,75206.529
-12.085846524394825,76206.529
-10.993679415540633,77206.529
-13.571128371665681,78206.529
-13.358779395129394,79206.529
-10.737172162792863,80206.529
-13.031839461514899,81206.529
-13.989478679754647,82206.529
-16.43270162140602,83206.529
-11.738009359161081,84206.529
-11.7083664001749,85206.529
-15.530218075124766,86206.529
-14.545631276371003,87206.529
-19.81328971276991,88206.529
-29.371294882440154,89206.529
-10.569087904706727,90206.529
-13.214378354915512,91206.529
-17.198546774126005,92206.529
-10.505774841224778,93206.529
-12.00628056675412,94206.529
-13.989478679754647,95206.529
-12.847238987388643,96206.529
-16.243171136821132,97206.529
-10.457928342551643,98206.529
-14.246687601393816,99206.529
-15.525466060979758,100206.529
-12.472676308697148,101206.529
-16.062740525567047,102206.529
-14.228937604602104,103206.529
-29.57642079195113,104206.529
-9.79796624354348,105206.529
-12.51064503047024,106206.529
-12.06774758742431,107206.529
-12.450419052090243,108206.529
-12.817043325130363,109206.529
-12.642585131534855,110206.529
-14.417843674099126,111206.529
-10.070826432211275,112206.529
-14.0976281148661,113206.529
-14.50751973066826,114206.529
-20.192438022097633,115206.529
-30.043825393524028,116206.529
-11.093876881158902,117206.529
-11.414411493128442,118206.529
-11.018149377611621,119206.529
-11.199092115511817,120206.529
-15.678835027273848,121206.529
-12.86004574341409,122206.529
-14.699772041960005,123206.529
-13.031839461514899,124206.529
-10.511107424818896,125206.529
-15.029962178527875,126206.529
-13.903655555975067,127206.529
-22.2740970544531,128206.529
-16.0023050233481,129206.529
-14.074818165270532,130206.529
-11.996781445965013,131206.529
-11.486724158452326,132206.529
-14.356724096132842,133206.529
-14.506111398336346,134206.529
-20.189728338831834,135206.529
-11.021920113350486,136206.529
-11.510630291813225,137206.529
-13.098645149959431,138206.529
-14.500480351372143,139206.529
-11.351505601240394,140206.529
-11.373078153765146,141206.529
-17.065178882014212,142206.529
-13.0556396946226,143206.529
-10.963656867998646,144206.529
-12.706452254861858,145206.529
-20.434262653657562,146206.529
-23.249920464992606,147206.529
-20.16537915398954,148206.529
-11.294888003717134,149206.529
-11.1129123690276,150206.529
-13.090266285192483,151206.529
-14.441573720815244,152206.529
-15.968910558383415,153206.529
-12.17045175301524,154206.529
-12.477134612215053,155206.529
-16.93010401003968,156206.529
-24.14197972745984,157206.529
-9.695385419196331,158206.529
-12.193081091836985,159206.529
-13.764198709081448,160206.529
-10.899271722241352,161206.529
-12.008392894011141,162206.529
-11.560647069651601,163206.529
-27.374038426581556,164206.529
-9.285948250246733,165206.529
-12.228761027246593,166206.529
-11.80069395750943,167206.529
-15.920715505142491,168206.529
-12.263500289704323,169206.529
-11.676790571935118,170206.529
-13.203462622592522,171206.529
-14.815740248437912,172206.529
-11.56666848385328,173206.529
-15.255739836774914,174206.529
-14.03204361461727,175206.529
-18.27431573399226,176206.529
-12.870538061546888,177206.529
-9.93498872586949,178206.529
-14.672455640545799,179206.529
-21.63360202069704,180206.529
-13.41945518428073,181206.529
-14.949564271561982,182206.529
-14.387230125580988,183206.529
-13.728071962130704,184206.529
-13.81086927315211,185206.529
-11.043633668669655,186206.529
-8.80317032152831,187206.529
-14.06276651657188,188206.529
-12.863541774710257,189206.529
-13.529499600084996,190206.529
-15.686897674875947,191206.529
-22.518589382266807,192206.529
-11.391752209402009,193206.529
-12.173680908379803,194206.529
-9.7034826414086,195206.529
-16.03582837502723,196206.529
-10.053097536286106,197206.529
-11.101486070991193,198206.529
-15.715985332475952,199206.529
-11.562653743944473,200206.529
-15.023981190418894,201206.529
-11.31144461845686,202206.529
-11.850339568090124,203206.529
-11.292942239901187,204206.529
-24.406456994150535,205206.529
-12.361956012308097,206206.529
-11.972553007276117,207206.529
-11.40159680938828,208206.529
-11.4460361120231,209206.529
-10.66900441659679,210206.529
-16.050956198249903,211206.529
-13.34644848783686,212206.529
-23.464494111978546,213206.529
-25.388880617673774,214206.529
-14.437381351831242,215206.529
-10.893695503579004,216206.529
-13.923385759744733,217206.529
-17.3359447965699,218206.529
-12.221180298947123,219206.529
-16.402868250558306,220206.529
-13.397116835993872,221206.529
-12.252629337549287,222206.529
-11.430209409750027,223206.529
-16.275912352679395,224206.529
-20.783962779053688,225206.529
-23.238367517639116,226206.529
-12.748909293833854,227206.529
-14.566876838462955,228206.529
-16.896660971187845,229206.529
-20.574723179544648,230206.529
-15.318910221671512,231206.529
-19.370745835569505,232206.529
-22.53631931215857,233206.529
-13.28383172481285,234206.529
-15.263418989991983,235206.529
-17.563207745630866,236206.529
-17.420226909837588,237206.529
-15.133787820994764,238206.529
-15.240401867685902,239206.529
-22.71201512393776,240206.529
-15.370090506892264,241206.529
-15.114131347239857,242206.529
-14.174548637670732,243206.529
-16.62825794946396,244206.529
-16.219124759008384,245206.529
-17.463666321140888,246206.529
-21.064034392094406,247206.529
-14.685384280449124,248206.529
-16.09480738470761,249206.529
-14.823039929208807,250206.529
-15.955588639149115,251206.529
-19.560173031035404,252206.529
-17.641649796854217,253206.529
-23.806899039766204,254206.529
-16.630056084164114,255206.529
-15.275719773974624,256206.529
-14.499073159852166,257206.529
-12.130723898774935,258206.529
-18.29607398594647,259206.529
-18.6268992912053,260206.529
-25.839079879946464,261206.529
-27.90410278826705,262206.529
-30.92068045211473,263206.529
-17.800691656106192,264206.529
-10.746301751228566,265206.529
-12.093310003337614,266206.529
-13.903655555975067,267206.529
-15.963912443943364,268206.529
-11.524605982097993,269206.529
-13.707495370599354,270206.529
-14.924407064462482,271206.529
-10.50399804063802,272206.529
-14.242588227619276,273206.529
-14.23985638622608,274206.529
-24.647499204484923,275206.529
-21.487670566409093,276206.529
-15.295745776513241,277206.529
-12.438201827901132,278206.529
-15.848098866325454,279206.529
-15.876083373399432,280206.529
-12.158621777061771,281206.529
-11.92220596344609,282206.529
-14.951046378832544,283206.529
-12.5589032144868,284206.529
-13.41324432263743,285206.529
-15.849742520344565,286206.529
-14.139377567875338,287206.529
-23.234519947415375,288206.529
-23.265348336967108,289206.529
-14.366418943263305,290206.529
-14.186756495812533,291206.529
-12.497225345084612,292206.529
-13.644781093542182,293206.529
-12.197398134489507,294206.529
-14.616652846536851,295206.529
-12.419354398992546,296206.529
-19.437570219947048,297206.529
-13.561018212353906,298206.529
-13.334135061280683,299206.529
-13.79788005338722,300206.529
-16.762335670796322,301206.529
-10.316819519766016,302206.529
-19.25320169533872,303206.529
-22.339781707029893,304206.529
-14.976280972989006,305206.529
-11.7083664001749,306206.529
-12.460427760289758,307206.529
-14.727174622284377,308206.529
-13.956369355384052,309206.529
-12.333398433397846,310206.529
-17.469606745153172,311206.529
-26.39100565100968,312206.529
-14.38167559964393,313206.529
-11.648368797146249,314206.529
-13.053256734487471,315206.529
-16.378376299802216,316206.529
-13.847342768538283,317206.529
-12.390607792994038,318206.529
-14.539974558725246,319206.529
-16.828318690569258,320206.529
-12.097577729569187,321206.529
-15.452925529811045,322206.529
-14.79096712136087,323206.529
-19.47741382026274,324206.529
-14.589596196554167,325206.529
-11.58475781278938,326206.529
-15.080967549221736,327206.529
-17.078423896554707,328206.529
-14.101659625561853,329206.529
-14.561206272152155,330206.529
-18.256948290789225,331206.529
-13.9220690175853,332206.529
-12.412712117528342,333206.529
-13.640956114557186,334206.529
-13.36989219879788,335206.529
-13.080700326474425,336206.529
-14.207141132340897,337206.529
-22.93210856267793,338206.529
-12.399442773680065,339206.529
-12.454865943081046,340206.529
-12.85422214974098,341206.529
-13.904969509481553,342206.529
-19.430119849536226,343206.529
-29.860431275484626,344206.529
-15.136815845999482,345206.529
-14.6480872569005,346206.529
-19.47741382026274,347206.529
-13.245989970237504,348206.529
-15.016510742174729,349206.529
-16.87258749552938,350206.529
-12.997444550795777,351206.529
-14.090913085820349,352206.529
-10.444684289711617,353206.529
-15.073447949030793,354206.529
-20.93319345720214,355206.529
-26.232029424269662,356206.529
-12.884547564000215,357206.529
-13.964304090684394,358206.529
-11.190435561255343,359206.529
-15.587445959115442,360206.529
-15.617802267604832,361206.529
-12.598382035432515,362206.529
-12.652817871345558,363206.529
-16.84489306361345,364206.529
-23.519969873065545,365206.529
-13.895776006322446,366206.529
-14.896376143638225,367206.529
-11.869030073028938,368206.529
-13.29852452161447,369206.529
-15.420009550258387,370206.529
-15.448215603095692,371206.529
-14.897849202174456,372206.529
-12.905604276465542,373206.529
-15.536558140835506,374206.529
-13.304653863226568,375206.529
-17.786299126486583,376206.529
-24.019014139731325,377206.529
-27.63183619512766,378206.529
-12.424893516352682,379206.529
-12.479364622403956,380206.529
-13.245989970237504,381206.529
-15.92568881741009,382206.529
-17.607369978976894,383206.529
-14.155592674584685,384206.529
-15.65629934841044,385206.529
-16.905937795350752,386206.529
-18.49884945902269,387206.529
-18.18782371098807,388206.529
-18.697341162907016,389206.529
-12.386193670353967,390206.529
-17.285377450300597,391206.529
-14.961428216910747,392206.529
-14.712741435782748,393206.529
-22.51504773506664,394206.529
-14.556955775547607,395206.529
-14.186756495812533,396206.529
-16.236293947516437,397206.529
-12.82052208746432,398206.529
-14.006745535398107,399206.529
-17.897949804605652,400206.529
-16.42918648997882,401206.529
-24.548487991427102,402206.529
-15.633821987450302,403206.529
-13.581250312666139,404206.529
-19.746097134132228,405206.529
-24.733926680137778,406206.529
-25.04101207251431,407206.529
-16.255219336011688,408206.529
-14.620932664134187,409206.529
-14.748869470724191,410206.529
-15.409065218423157,411206.529
-14.132630197351872,412206.529
-21.814631952563012,413206.529
-13.314469815267802,414206.529
-15.013524360973548,415206.529
-14.547046031588412,416206.529
-18.45658227275471,417206.529
-23.173189492160038,418206.529
-26.603823393262655,419206.529
-22.4691372540001,420206.529
-13.720350026842386,421206.529
-17.555202316826332,422206.529
-16.61388625702188,423206.529
-25.92254853080762,424206.529
-16.300116678639327,425206.529
-14.11915116044752,426206.529
-14.326324833153098,427206.529
-13.822576202178931,428206.529
-14.632355831505537,429206.529
-17.29507910398214,430206.529
-13.96033581696667,431206.529
-19.022780499982304,432206.529
-25.880713942347583,433206.529
-27.963572786079073,434206.529
-27.606345671658858,435206.529
-20.850945663121077,436206.529
-17.122085984270818,437206.529
-16.52815191863092,438206.529
-18.733923010665663,439206.529
-20.763678790697305,440206.529
-15.869490667475288,441206.529
-15.471790817889087,442206.529
-21.870342433624188,443206.529
-24.432911500807624,444206.529
-17.120183061788005,445206.529
-28.461604706611944,446206.529
-15.674001028649089,447206.529
-14.525848860965564,448206.529
-16.87998761494446,449206.529
-19.49740436910527,450206.529
-18.192127918032572,451206.529
-23.680452768779496,452206.529
-14.633784784315875,453206.529
-22.600448403091747,454206.529
-14.456963075895029,455206.529
-18.593018518934336,456206.529
-37.11067469779735,457206.529
-12.408286750147903,458206.529
-16.755035069704146,459206.529
-21.923104264125147,460206.529
-13.073532764820497,461206.529
-15.904158333453218,462206.529
-17.587268397132902,463206.529
-15.052427635412549,464206.529
-14.395568580273924,465206.529
-21.19383463711162,466206.529
-17.404484468486036,467206.529
-13.941841140027263,468206.529
-17.794520508679238,469206.529
-13.578718721380929,470206.529
-12.910290486257159,471206.529
-16.569127373900784,472206.529
-13.361247678646448,473206.529
-18.91449971467118,474206.529
-24.570891639746858,475206.529
-16.381870924527714,476206.529
-17.254404777809405,477206.529
-19.641184538843326,478206.529
-17.32424925220221,479206.529
-15.904158333453218,480206.529
-25.24223859267223,481206.529
-23.611884906848527,482206.529
-12.766180903497936,483206.529
-20.9953944672288,484206.529
-16.364411844000006,485206.529
-13.302201607524776,486206.529
-14.968851420198275,487206.529
-16.32091706288761,488206.529
-11.76467208736906,489206.529
-21.0880368657812,490206.529
-32.24719895935549,491206.529
-18.41893782279257,492206.529
-13.873489355525088,493206.529
-18.63369133349436,494206.529
-17.749398902594756,495206.529
-17.682152969515702,496206.529
-14.798246003575217,497206.529
-14.79096712136087,498206.529
-14.976280972989006,499206.529
-21.620814547444354,500206.529
-14.162357913370549,501206.529
-16.704101958342203,502206.529
-16.5263747545044,503206.529
-21.630403387025076,504206.529
-26.028025110955525,505206.529
-22.256893860796062,506206.529
-14.204420415125835,507206.529
-17.129701845905657,508206.529
-13.29239950222374,509206.529
-15.263418989991983,510206.529
-15.123198038708278,511206.529
-18.011054378531664,512206.529
-21.224300784229047,513206.529
-14.626642369935892,514206.529
-16.32959861247398,515206.529
-17.543207990909217,516206.529
-15.384101264790393,517206.529
-16.870738450362616,518206.529
-19.464943050513792,519206.529
-26.615170082842383,520206.529
-28.475659547280667,521206.529
-21.966210504647844,522206.529
-12.242857099910882,523206.529
-17.061398298869406,524206.529
-12.960827568738534,525206.529
-13.64350591338309,526206.529
-14.115111524855878,527206.529
-19.687087761793798,528206.529
-13.771959742781481,529206.529
-12.084780836443294,530206.529
-16.123599479677743,531206.529
-23.17700998469494,532206.529
-26.93315829291072,533206.529
-18.416728515992396,534206.529
-26.502364735788525,535206.529
-14.817199693898468,536206.529
-17.49936995978592,537206.529
-15.531802657750351,538206.529
-11.873188986030618,539206.529
-16.689604329876417,540206.529
-16.409878654197993,541206.529
-14.608099532563477,542206.529
-16.450298648571604,543206.529
-23.519969873065545,544206.529
-13.698508417249187,545206.529
-14.871372295392382,546206.529
-13.308333545398977,547206.529
-13.015218016457338,548206.529
-16.828318690569258,549206.529
-14.220757516440079,550206.529
-14.58817449434327,551206.529
-14.890486406414373,552206.529
-14.922929495412722,553206.529
-18.7821716950785,554206.529
-24.96087032413627,555206.529
-26.962652004230833,556206.529
-39.25563437695049,557206.529
-41.58574575837924,558206.529
-41.5539874427866,559206.529
-41.58574575837924,560206.529
-41.522344822589105,561206.529
-41.522344822589105,562206.529
-41.522344822589105,563206.529
-41.5539874427866,564206.529
-41.61762061851039,565206.529
-41.68172341601461,566206.529
-41.64961288170624,567206.529
-41.58574575837924,568206.529
-41.58574575837924,569206.529
-41.58574575837924,570206.529
-41.68172341601461,571206.529
-41.74630281861858,572206.529
-41.3969146337224,573206.529
-23.504083467835724,574206.529
-17.369167949651906,575206.529
-16.99550307931649,576206.529
-17.467626152364275,577206.529
-19.50491270235316,578206.529
-16.215694990103774,579206.529
-16.702288430903096,580206.529
-17.43994516947061,581206.529
-17.96479680804568,582206.529
-18.895805298763676,583206.529
-16.747740599707452,584206.529
-16.348728620410725,585206.529
-15.968910558383415,586206.529
-19.07981527435604,587206.529
-18.59527313014442,588206.529
-17.36133929690196,589206.529
-22.14419939295737,590206.529
-16.149083770735775,591206.529
